,premium_monthl_buyNow,Term,Tobacco,SA,Plan,Company,claim_ratio,death_due_to_accident,plan_description,offer_highlight,solvency_ratio,average_claim_trend,claim_settlement_promises,term,age,occupation_type,text,embeddings
0,938,6,No,1 Crore,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,No,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,4hrs claim settlement,No Information,No Information,No Information,6,54,Salaried,No 1 Crore 54 Salaried,"[ 3.28929275e-02  5.88885881e-02  2.59110630e-02 -3.98232080e-02
 -4.11923043e-02 -1.42126353e-02  5.36899567e-02  2.64545809e-02
  3.58583312e-03  4.72705029e-02  4.29583117e-02 -1.20496295e-01
  1.57784447e-02  3.80422408e-03 -3.60185839e-02 -8.12071189e-02
  4.42976970e-03 -5.99554628e-02 -6.11462630e-02  4.29221727e-02
 -7.94377923e-03  6.90726265e-02 -1.01440595e-02  2.40849312e-02
  7.40175992e-02  5.86252334e-03 -5.39200790e-02  4.06198576e-02
  7.73739582e-03  1.80641729e-02  2.12372132e-02 -7.95104541e-03
  8.44462588e-02  1.05917240e-02  9.67024732e-03  6.61117863e-03
  1.02232449e-01 -2.93050855e-02  3.80558744e-02  4.18536775e-02
 -3.04262210e-02 -1.51153728e-02 -2.26788502e-02  2.44302442e-03
  1.03616357e-01 -5.63132092e-02 -3.18070017e-02 -2.18909467e-03
  4.68139835e-02  2.65305415e-02 -3.99954692e-02  6.10805228e-02
  4.75986041e-02  5.72910942e-02 -6.04391918e-02 -1.08134277e-01
 -3.00485101e-02 -1.30214375e-02 -3.18942964e-02  1.13274895e-04
 -1.14615440e-01  2.63671745e-02  3.08800198e-04 -6.80413246e-02
  8.17853771e-03  2.00549979e-02  1.37489093e-02 -1.22088067e-01
 -1.83272306e-02 -3.62294577e-02 -3.18422616e-02 -3.01311519e-02
  1.51502611e-02  3.36459130e-02 -9.86673310e-03 -5.50231375e-02
 -5.16718514e-02  2.94315238e-02 -2.42235549e-02  2.34865537e-03
 -5.79953045e-02 -4.98715080e-02  1.53989834e-03  6.14733901e-04
  5.52476896e-03 -1.44396750e-02 -4.62705866e-02  1.46234250e-02
  7.04861209e-02  1.43413348e-02 -5.16441278e-03  4.96287197e-02
  4.11840342e-02  1.28455600e-02  1.65657829e-02 -3.99005460e-03
  2.65227146e-02  3.65510136e-02 -7.44674727e-02  1.03633411e-01
 -4.54154285e-03  5.13335019e-02 -5.55283092e-02  4.99980152e-03
 -2.88638510e-02  3.56009938e-02  2.04195436e-02  1.66646764e-02
 -6.52673542e-02 -4.49362956e-02  1.59373395e-02  3.15086953e-02
 -2.97672860e-03 -8.98383092e-03 -2.32433043e-02 -1.83385480e-02
  6.91760471e-03 -2.04617456e-02  4.41439413e-02 -2.20413879e-02
  3.17762531e-02  6.80748001e-02 -3.58018056e-02  1.03770485e-02
 -9.09146965e-02 -1.00851506e-02  3.32889706e-02  3.82384880e-31
  3.03914119e-02  5.92152663e-02  9.67063531e-02 -1.85809452e-02
 -4.50226627e-02 -5.42188548e-02 -7.61600360e-02  4.70711067e-02
  9.88747180e-02 -1.04468249e-01  3.97942066e-02 -2.95682400e-02
  7.35739917e-02 -1.23165801e-01 -8.35348740e-02 -3.23544107e-02
  1.14343613e-01  2.45648716e-02 -3.90821043e-03  7.12059066e-02
  2.26095095e-02  1.88853350e-02  3.37915793e-02  5.35907857e-02
  2.31971927e-02  1.11396566e-01  6.85488433e-03 -6.76044002e-02
  7.53330961e-02  5.89128174e-02 -5.09898830e-03  1.92470476e-02
  5.95116951e-02 -3.33948657e-02 -6.97040558e-03 -3.95607129e-02
  2.66319122e-02  3.76239792e-02 -3.06986049e-02 -1.67630408e-02
 -7.43469074e-02  4.62901779e-02  3.30149829e-02 -2.08737161e-02
 -3.70251797e-02  9.73466933e-02  1.02501914e-01 -5.28803235e-03
  3.37388478e-02 -4.35850956e-03 -3.02118026e-02  1.82225015e-02
 -1.15216613e-01  1.27991252e-02 -3.43518853e-02 -2.43730340e-02
  1.67441070e-02  2.82208924e-03 -1.13823488e-02  5.88723831e-02
  8.03980231e-03  3.79307121e-02  1.38323139e-02  3.63777392e-02
 -8.15040246e-02 -6.59765303e-02 -2.66292207e-02  3.38509455e-02
  7.81995580e-02  3.61098424e-02 -3.51511464e-02  2.49346960e-02
 -7.38539845e-02  1.01123333e-01 -2.35586818e-02  2.56471466e-02
  1.13396905e-01  1.41448723e-02 -3.17426883e-02 -1.47292940e-02
  3.76983173e-02  3.58905047e-02  2.68136673e-02 -1.61281936e-02
  1.06440462e-01  2.47604288e-02 -9.70265944e-04  1.32667840e-01
  6.59453589e-03  1.84822809e-02  9.38994158e-03 -3.86918001e-02
  4.62610498e-02 -7.41539896e-02 -8.56889859e-02 -3.10268832e-33
  1.81874279e-02  7.18745142e-02 -9.82335955e-02 -2.64949761e-02
 -2.68093683e-02 -8.10803007e-03  6.55642524e-02  3.28920409e-02
  6.81630615e-03  4.54860181e-02  3.97355855e-02 -6.02798574e-02
  7.05730394e-02  1.30444802e-02 -9.69313085e-02  5.90033680e-02
  1.81915294e-02 -2.22241017e-03 -5.63392080e-02  4.52691391e-02
 -7.87412841e-03  8.29930976e-02  9.40122176e-03  9.16507915e-02
 -1.17679566e-01  5.32507747e-02 -6.33834302e-02 -4.98295985e-02
 -3.50531824e-02 -5.24019636e-02  4.34031934e-02 -4.23864052e-02
  5.96701540e-03  5.22493534e-02 -5.02319857e-02 -4.82561216e-02
  1.09454868e-02  7.56899863e-02 -3.49746458e-03  5.12655973e-02
  6.56530336e-02 -3.94447893e-02 -3.66906279e-05  5.26351817e-02
 -1.89058091e-02 -8.44628289e-02 -4.63469848e-02 -1.22620270e-01
  1.45512726e-02  6.50325464e-03  3.80126126e-02 -5.59746847e-03
  2.60172714e-03  3.67995910e-02 -5.79739735e-03 -5.19862324e-02
 -4.80130129e-02 -2.34501436e-02  5.61192930e-02 -3.58329415e-02
 -2.13297959e-02  8.56980458e-02 -1.17889680e-02  8.66580978e-02
  6.16719462e-02 -6.37424290e-02  5.06723905e-03  2.78112162e-02
 -6.16608039e-02 -4.43792343e-02  3.79133387e-03 -1.31307110e-01
  5.71769625e-02 -5.22099398e-02  1.98796554e-03  3.73167768e-02
 -1.01086117e-01  1.39137348e-02  5.01826741e-02  5.11162467e-02
  3.11961141e-03 -4.74016778e-02 -2.49831919e-02 -5.09118252e-02
  3.33576910e-02 -5.26134744e-02  9.73022729e-02 -9.10043940e-02
 -2.99781980e-03  2.94128489e-02 -6.80169091e-02 -1.45349810e-02
 -1.38148805e-02 -4.82352152e-02  4.41849530e-02 -2.42613677e-33
  7.61393756e-02  5.06944442e-03 -6.40875697e-02  2.84960140e-02
  1.74137962e-03 -5.12037463e-02 -5.59060127e-02 -1.23764845e-02
 -6.51635677e-02  4.54570446e-03  4.92557809e-02 -1.57719515e-02
  1.55037753e-02 -2.59056892e-02  1.61674414e-02 -5.71196377e-02
 -5.99769764e-02  1.33983837e-02 -2.67761108e-02 -1.03125699e-01
  2.80854516e-02 -4.52902652e-02 -1.07124625e-02  3.29140399e-04
  4.91057038e-02 -9.68329981e-03  1.22012477e-02  9.92990881e-02
 -4.07563895e-02 -8.34759418e-03  1.53852685e-03 -9.53327566e-02
 -9.41726714e-02 -1.07141331e-01 -2.22058576e-02  1.70251913e-02
  1.86840761e-02 -4.27421778e-02  7.39857405e-02 -4.47930917e-02
 -4.93286215e-02 -6.70268387e-02 -7.35394061e-02  5.16329966e-02
  4.19049524e-02  3.17950477e-03 -1.05389595e-01  1.97533909e-02
 -8.91831052e-03 -7.45622739e-02  4.82406393e-02  1.55556398e-02
  2.32481994e-02  3.12531590e-02  4.19723392e-02  1.74550414e-02
  5.44959903e-02  1.54701052e-02 -1.09753706e-01  4.31990363e-02
  6.77709356e-02 -5.18269651e-02 -1.00598298e-01 -6.76608980e-02]"
1,880,6,No,1 Crore,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,Yes,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,ClaimForSure - One day claim settlement,2.14,98.10%,24 Hrs - upto 1.5 Cr,6,54,Salaried,No 1 Crore 54 Salaried,"[ 3.28929275e-02  5.88885881e-02  2.59110630e-02 -3.98232080e-02
 -4.11923043e-02 -1.42126353e-02  5.36899567e-02  2.64545809e-02
  3.58583312e-03  4.72705029e-02  4.29583117e-02 -1.20496295e-01
  1.57784447e-02  3.80422408e-03 -3.60185839e-02 -8.12071189e-02
  4.42976970e-03 -5.99554628e-02 -6.11462630e-02  4.29221727e-02
 -7.94377923e-03  6.90726265e-02 -1.01440595e-02  2.40849312e-02
  7.40175992e-02  5.86252334e-03 -5.39200790e-02  4.06198576e-02
  7.73739582e-03  1.80641729e-02  2.12372132e-02 -7.95104541e-03
  8.44462588e-02  1.05917240e-02  9.67024732e-03  6.61117863e-03
  1.02232449e-01 -2.93050855e-02  3.80558744e-02  4.18536775e-02
 -3.04262210e-02 -1.51153728e-02 -2.26788502e-02  2.44302442e-03
  1.03616357e-01 -5.63132092e-02 -3.18070017e-02 -2.18909467e-03
  4.68139835e-02  2.65305415e-02 -3.99954692e-02  6.10805228e-02
  4.75986041e-02  5.72910942e-02 -6.04391918e-02 -1.08134277e-01
 -3.00485101e-02 -1.30214375e-02 -3.18942964e-02  1.13274895e-04
 -1.14615440e-01  2.63671745e-02  3.08800198e-04 -6.80413246e-02
  8.17853771e-03  2.00549979e-02  1.37489093e-02 -1.22088067e-01
 -1.83272306e-02 -3.62294577e-02 -3.18422616e-02 -3.01311519e-02
  1.51502611e-02  3.36459130e-02 -9.86673310e-03 -5.50231375e-02
 -5.16718514e-02  2.94315238e-02 -2.42235549e-02  2.34865537e-03
 -5.79953045e-02 -4.98715080e-02  1.53989834e-03  6.14733901e-04
  5.52476896e-03 -1.44396750e-02 -4.62705866e-02  1.46234250e-02
  7.04861209e-02  1.43413348e-02 -5.16441278e-03  4.96287197e-02
  4.11840342e-02  1.28455600e-02  1.65657829e-02 -3.99005460e-03
  2.65227146e-02  3.65510136e-02 -7.44674727e-02  1.03633411e-01
 -4.54154285e-03  5.13335019e-02 -5.55283092e-02  4.99980152e-03
 -2.88638510e-02  3.56009938e-02  2.04195436e-02  1.66646764e-02
 -6.52673542e-02 -4.49362956e-02  1.59373395e-02  3.15086953e-02
 -2.97672860e-03 -8.98383092e-03 -2.32433043e-02 -1.83385480e-02
  6.91760471e-03 -2.04617456e-02  4.41439413e-02 -2.20413879e-02
  3.17762531e-02  6.80748001e-02 -3.58018056e-02  1.03770485e-02
 -9.09146965e-02 -1.00851506e-02  3.32889706e-02  3.82384880e-31
  3.03914119e-02  5.92152663e-02  9.67063531e-02 -1.85809452e-02
 -4.50226627e-02 -5.42188548e-02 -7.61600360e-02  4.70711067e-02
  9.88747180e-02 -1.04468249e-01  3.97942066e-02 -2.95682400e-02
  7.35739917e-02 -1.23165801e-01 -8.35348740e-02 -3.23544107e-02
  1.14343613e-01  2.45648716e-02 -3.90821043e-03  7.12059066e-02
  2.26095095e-02  1.88853350e-02  3.37915793e-02  5.35907857e-02
  2.31971927e-02  1.11396566e-01  6.85488433e-03 -6.76044002e-02
  7.53330961e-02  5.89128174e-02 -5.09898830e-03  1.92470476e-02
  5.95116951e-02 -3.33948657e-02 -6.97040558e-03 -3.95607129e-02
  2.66319122e-02  3.76239792e-02 -3.06986049e-02 -1.67630408e-02
 -7.43469074e-02  4.62901779e-02  3.30149829e-02 -2.08737161e-02
 -3.70251797e-02  9.73466933e-02  1.02501914e-01 -5.28803235e-03
  3.37388478e-02 -4.35850956e-03 -3.02118026e-02  1.82225015e-02
 -1.15216613e-01  1.27991252e-02 -3.43518853e-02 -2.43730340e-02
  1.67441070e-02  2.82208924e-03 -1.13823488e-02  5.88723831e-02
  8.03980231e-03  3.79307121e-02  1.38323139e-02  3.63777392e-02
 -8.15040246e-02 -6.59765303e-02 -2.66292207e-02  3.38509455e-02
  7.81995580e-02  3.61098424e-02 -3.51511464e-02  2.49346960e-02
 -7.38539845e-02  1.01123333e-01 -2.35586818e-02  2.56471466e-02
  1.13396905e-01  1.41448723e-02 -3.17426883e-02 -1.47292940e-02
  3.76983173e-02  3.58905047e-02  2.68136673e-02 -1.61281936e-02
  1.06440462e-01  2.47604288e-02 -9.70265944e-04  1.32667840e-01
  6.59453589e-03  1.84822809e-02  9.38994158e-03 -3.86918001e-02
  4.62610498e-02 -7.41539896e-02 -8.56889859e-02 -3.10268832e-33
  1.81874279e-02  7.18745142e-02 -9.82335955e-02 -2.64949761e-02
 -2.68093683e-02 -8.10803007e-03  6.55642524e-02  3.28920409e-02
  6.81630615e-03  4.54860181e-02  3.97355855e-02 -6.02798574e-02
  7.05730394e-02  1.30444802e-02 -9.69313085e-02  5.90033680e-02
  1.81915294e-02 -2.22241017e-03 -5.63392080e-02  4.52691391e-02
 -7.87412841e-03  8.29930976e-02  9.40122176e-03  9.16507915e-02
 -1.17679566e-01  5.32507747e-02 -6.33834302e-02 -4.98295985e-02
 -3.50531824e-02 -5.24019636e-02  4.34031934e-02 -4.23864052e-02
  5.96701540e-03  5.22493534e-02 -5.02319857e-02 -4.82561216e-02
  1.09454868e-02  7.56899863e-02 -3.49746458e-03  5.12655973e-02
  6.56530336e-02 -3.94447893e-02 -3.66906279e-05  5.26351817e-02
 -1.89058091e-02 -8.44628289e-02 -4.63469848e-02 -1.22620270e-01
  1.45512726e-02  6.50325464e-03  3.80126126e-02 -5.59746847e-03
  2.60172714e-03  3.67995910e-02 -5.79739735e-03 -5.19862324e-02
 -4.80130129e-02 -2.34501436e-02  5.61192930e-02 -3.58329415e-02
 -2.13297959e-02  8.56980458e-02 -1.17889680e-02  8.66580978e-02
  6.16719462e-02 -6.37424290e-02  5.06723905e-03  2.78112162e-02
 -6.16608039e-02 -4.43792343e-02  3.79133387e-03 -1.31307110e-01
  5.71769625e-02 -5.22099398e-02  1.98796554e-03  3.73167768e-02
 -1.01086117e-01  1.39137348e-02  5.01826741e-02  5.11162467e-02
  3.11961141e-03 -4.74016778e-02 -2.49831919e-02 -5.09118252e-02
  3.33576910e-02 -5.26134744e-02  9.73022729e-02 -9.10043940e-02
 -2.99781980e-03  2.94128489e-02 -6.80169091e-02 -1.45349810e-02
 -1.38148805e-02 -4.82352152e-02  4.41849530e-02 -2.42613677e-33
  7.61393756e-02  5.06944442e-03 -6.40875697e-02  2.84960140e-02
  1.74137962e-03 -5.12037463e-02 -5.59060127e-02 -1.23764845e-02
 -6.51635677e-02  4.54570446e-03  4.92557809e-02 -1.57719515e-02
  1.55037753e-02 -2.59056892e-02  1.61674414e-02 -5.71196377e-02
 -5.99769764e-02  1.33983837e-02 -2.67761108e-02 -1.03125699e-01
  2.80854516e-02 -4.52902652e-02 -1.07124625e-02  3.29140399e-04
  4.91057038e-02 -9.68329981e-03  1.22012477e-02  9.92990881e-02
 -4.07563895e-02 -8.34759418e-03  1.53852685e-03 -9.53327566e-02
 -9.41726714e-02 -1.07141331e-01 -2.22058576e-02  1.70251913e-02
  1.86840761e-02 -4.27421778e-02  7.39857405e-02 -4.47930917e-02
 -4.93286215e-02 -6.70268387e-02 -7.35394061e-02  5.16329966e-02
  4.19049524e-02  3.17950477e-03 -1.05389595e-01  1.97533909e-02
 -8.91831052e-03 -7.45622739e-02  4.82406393e-02  1.55556398e-02
  2.32481994e-02  3.12531590e-02  4.19723392e-02  1.74550414e-02
  5.44959903e-02  1.54701052e-02 -1.09753706e-01  4.31990363e-02
  6.77709356e-02 -5.18269651e-02 -1.00598298e-01 -6.76608980e-02]"
2,1004,6,No,1 Crore,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,Yes,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,24 hrs claim settlement,1.99,98.69%,24 Hrs,6,54,Salaried,No 1 Crore 54 Salaried,"[ 3.28929275e-02  5.88885881e-02  2.59110630e-02 -3.98232080e-02
 -4.11923043e-02 -1.42126353e-02  5.36899567e-02  2.64545809e-02
  3.58583312e-03  4.72705029e-02  4.29583117e-02 -1.20496295e-01
  1.57784447e-02  3.80422408e-03 -3.60185839e-02 -8.12071189e-02
  4.42976970e-03 -5.99554628e-02 -6.11462630e-02  4.29221727e-02
 -7.94377923e-03  6.90726265e-02 -1.01440595e-02  2.40849312e-02
  7.40175992e-02  5.86252334e-03 -5.39200790e-02  4.06198576e-02
  7.73739582e-03  1.80641729e-02  2.12372132e-02 -7.95104541e-03
  8.44462588e-02  1.05917240e-02  9.67024732e-03  6.61117863e-03
  1.02232449e-01 -2.93050855e-02  3.80558744e-02  4.18536775e-02
 -3.04262210e-02 -1.51153728e-02 -2.26788502e-02  2.44302442e-03
  1.03616357e-01 -5.63132092e-02 -3.18070017e-02 -2.18909467e-03
  4.68139835e-02  2.65305415e-02 -3.99954692e-02  6.10805228e-02
  4.75986041e-02  5.72910942e-02 -6.04391918e-02 -1.08134277e-01
 -3.00485101e-02 -1.30214375e-02 -3.18942964e-02  1.13274895e-04
 -1.14615440e-01  2.63671745e-02  3.08800198e-04 -6.80413246e-02
  8.17853771e-03  2.00549979e-02  1.37489093e-02 -1.22088067e-01
 -1.83272306e-02 -3.62294577e-02 -3.18422616e-02 -3.01311519e-02
  1.51502611e-02  3.36459130e-02 -9.86673310e-03 -5.50231375e-02
 -5.16718514e-02  2.94315238e-02 -2.42235549e-02  2.34865537e-03
 -5.79953045e-02 -4.98715080e-02  1.53989834e-03  6.14733901e-04
  5.52476896e-03 -1.44396750e-02 -4.62705866e-02  1.46234250e-02
  7.04861209e-02  1.43413348e-02 -5.16441278e-03  4.96287197e-02
  4.11840342e-02  1.28455600e-02  1.65657829e-02 -3.99005460e-03
  2.65227146e-02  3.65510136e-02 -7.44674727e-02  1.03633411e-01
 -4.54154285e-03  5.13335019e-02 -5.55283092e-02  4.99980152e-03
 -2.88638510e-02  3.56009938e-02  2.04195436e-02  1.66646764e-02
 -6.52673542e-02 -4.49362956e-02  1.59373395e-02  3.15086953e-02
 -2.97672860e-03 -8.98383092e-03 -2.32433043e-02 -1.83385480e-02
  6.91760471e-03 -2.04617456e-02  4.41439413e-02 -2.20413879e-02
  3.17762531e-02  6.80748001e-02 -3.58018056e-02  1.03770485e-02
 -9.09146965e-02 -1.00851506e-02  3.32889706e-02  3.82384880e-31
  3.03914119e-02  5.92152663e-02  9.67063531e-02 -1.85809452e-02
 -4.50226627e-02 -5.42188548e-02 -7.61600360e-02  4.70711067e-02
  9.88747180e-02 -1.04468249e-01  3.97942066e-02 -2.95682400e-02
  7.35739917e-02 -1.23165801e-01 -8.35348740e-02 -3.23544107e-02
  1.14343613e-01  2.45648716e-02 -3.90821043e-03  7.12059066e-02
  2.26095095e-02  1.88853350e-02  3.37915793e-02  5.35907857e-02
  2.31971927e-02  1.11396566e-01  6.85488433e-03 -6.76044002e-02
  7.53330961e-02  5.89128174e-02 -5.09898830e-03  1.92470476e-02
  5.95116951e-02 -3.33948657e-02 -6.97040558e-03 -3.95607129e-02
  2.66319122e-02  3.76239792e-02 -3.06986049e-02 -1.67630408e-02
 -7.43469074e-02  4.62901779e-02  3.30149829e-02 -2.08737161e-02
 -3.70251797e-02  9.73466933e-02  1.02501914e-01 -5.28803235e-03
  3.37388478e-02 -4.35850956e-03 -3.02118026e-02  1.82225015e-02
 -1.15216613e-01  1.27991252e-02 -3.43518853e-02 -2.43730340e-02
  1.67441070e-02  2.82208924e-03 -1.13823488e-02  5.88723831e-02
  8.03980231e-03  3.79307121e-02  1.38323139e-02  3.63777392e-02
 -8.15040246e-02 -6.59765303e-02 -2.66292207e-02  3.38509455e-02
  7.81995580e-02  3.61098424e-02 -3.51511464e-02  2.49346960e-02
 -7.38539845e-02  1.01123333e-01 -2.35586818e-02  2.56471466e-02
  1.13396905e-01  1.41448723e-02 -3.17426883e-02 -1.47292940e-02
  3.76983173e-02  3.58905047e-02  2.68136673e-02 -1.61281936e-02
  1.06440462e-01  2.47604288e-02 -9.70265944e-04  1.32667840e-01
  6.59453589e-03  1.84822809e-02  9.38994158e-03 -3.86918001e-02
  4.62610498e-02 -7.41539896e-02 -8.56889859e-02 -3.10268832e-33
  1.81874279e-02  7.18745142e-02 -9.82335955e-02 -2.64949761e-02
 -2.68093683e-02 -8.10803007e-03  6.55642524e-02  3.28920409e-02
  6.81630615e-03  4.54860181e-02  3.97355855e-02 -6.02798574e-02
  7.05730394e-02  1.30444802e-02 -9.69313085e-02  5.90033680e-02
  1.81915294e-02 -2.22241017e-03 -5.63392080e-02  4.52691391e-02
 -7.87412841e-03  8.29930976e-02  9.40122176e-03  9.16507915e-02
 -1.17679566e-01  5.32507747e-02 -6.33834302e-02 -4.98295985e-02
 -3.50531824e-02 -5.24019636e-02  4.34031934e-02 -4.23864052e-02
  5.96701540e-03  5.22493534e-02 -5.02319857e-02 -4.82561216e-02
  1.09454868e-02  7.56899863e-02 -3.49746458e-03  5.12655973e-02
  6.56530336e-02 -3.94447893e-02 -3.66906279e-05  5.26351817e-02
 -1.89058091e-02 -8.44628289e-02 -4.63469848e-02 -1.22620270e-01
  1.45512726e-02  6.50325464e-03  3.80126126e-02 -5.59746847e-03
  2.60172714e-03  3.67995910e-02 -5.79739735e-03 -5.19862324e-02
 -4.80130129e-02 -2.34501436e-02  5.61192930e-02 -3.58329415e-02
 -2.13297959e-02  8.56980458e-02 -1.17889680e-02  8.66580978e-02
  6.16719462e-02 -6.37424290e-02  5.06723905e-03  2.78112162e-02
 -6.16608039e-02 -4.43792343e-02  3.79133387e-03 -1.31307110e-01
  5.71769625e-02 -5.22099398e-02  1.98796554e-03  3.73167768e-02
 -1.01086117e-01  1.39137348e-02  5.01826741e-02  5.11162467e-02
  3.11961141e-03 -4.74016778e-02 -2.49831919e-02 -5.09118252e-02
  3.33576910e-02 -5.26134744e-02  9.73022729e-02 -9.10043940e-02
 -2.99781980e-03  2.94128489e-02 -6.80169091e-02 -1.45349810e-02
 -1.38148805e-02 -4.82352152e-02  4.41849530e-02 -2.42613677e-33
  7.61393756e-02  5.06944442e-03 -6.40875697e-02  2.84960140e-02
  1.74137962e-03 -5.12037463e-02 -5.59060127e-02 -1.23764845e-02
 -6.51635677e-02  4.54570446e-03  4.92557809e-02 -1.57719515e-02
  1.55037753e-02 -2.59056892e-02  1.61674414e-02 -5.71196377e-02
 -5.99769764e-02  1.33983837e-02 -2.67761108e-02 -1.03125699e-01
  2.80854516e-02 -4.52902652e-02 -1.07124625e-02  3.29140399e-04
  4.91057038e-02 -9.68329981e-03  1.22012477e-02  9.92990881e-02
 -4.07563895e-02 -8.34759418e-03  1.53852685e-03 -9.53327566e-02
 -9.41726714e-02 -1.07141331e-01 -2.22058576e-02  1.70251913e-02
  1.86840761e-02 -4.27421778e-02  7.39857405e-02 -4.47930917e-02
 -4.93286215e-02 -6.70268387e-02 -7.35394061e-02  5.16329966e-02
  4.19049524e-02  3.17950477e-03 -1.05389595e-01  1.97533909e-02
 -8.91831052e-03 -7.45622739e-02  4.82406393e-02  1.55556398e-02
  2.32481994e-02  3.12531590e-02  4.19723392e-02  1.74550414e-02
  5.44959903e-02  1.54701052e-02 -1.09753706e-01  4.31990363e-02
  6.77709356e-02 -5.18269651e-02 -1.00598298e-01 -6.76608980e-02]"
